TIME, VerticalSpeed, RadarAltitude, TargetVerticalSpeed, TargetThrottle, Latitude, Longitude, XError, YError, TargetXSpeed, CurrentXSpeed, TargetXPitch, TargetYSpeed, CurrentYSpeed, TargetYPitch, TotalTargetPitch, TotalTargetHeading
47484.3688679135, -0.369197281074385, 546.579772949219, -15, 0.01, 28.6083507537842, -80.5997695922852, -293.529285604001, -102.014083325026, 15, -0.0962235692087218, 15, 8.16112666600205, -0.323337062844272, 10.1813564746156, 18.0631100642819, 55.6682712420141
47484.4288679135, -0.627149574183726, 546.547302246094, -15, 0.01, 28.6083507537842, -80.5997695922852, -293.529285604001, -102.014083325026, 15, -0.0963276349429161, 15, 8.16112666600205, -0.324186735103709, 10.1959639919625, 18.0711578788914, 55.6304081495661
47484.4888679135, -0.885183471567935, 546.499389648438, -15, 0.01, 28.6083507537842, -80.5997695922852, -293.529285604001, -102.014083325026, 15, -0.096448500758637, 15, 8.16112666600205, -0.325037564266023, 10.2020882545234, 18.074534323321, 55.61454458037
47484.5488679135, -1.14328233547011, 546.435974121094, -15, 0.01, 28.6083507537842, -80.5997695922852, -293.529285604001, -102.014083325026, 15, -0.0970379610214098, 15, 8.16112666600205, -0.325911925531066, 10.2084650322229, 18.078051468443, 55.5980336357299
47484.6088679135, -1.40160891672597, 546.35693359375, -15, 0.01, 28.6083507537842, -80.5997695922852, -293.529285604001, -102.014083325026, 15, -0.101297961945235, 15, 8.16112666600205, -0.326872769335215, 10.2155756698394, 18.0819751613892, 55.5796306299997
47484.6688679135, -1.65969929837961, 546.262634277344, -15, 0.01, 28.6083507537842, -80.5997695922852, -293.529285604001, -102.014083325026, 15, -0.118167989956692, 15, 8.16112666600205, -0.328126506956581, 10.2251026450607, 18.0872351497685, 55.5549872494467
47484.7288679135, -1.91858900477436, 546.152648925781, -15, 0.01, 28.6083488464355, -80.5997695922852, -293.529285604001, -102.226170816337, 15, -0.144647933515217, 15, 8.39018115665209, -0.329643866060279, 10.5096569746017, 18.2458828402421, 54.8259510142373
47484.7888679135, -2.1780895820856, 546.027099609375, -15, 0.01, 28.6083488464355, -80.5997695922852, -293.529285604001, -102.226170816337, 15, -0.176757148424188, 15, 8.17809366530695, -0.331356990919664, 10.2642710627689, 18.1088960162576, 55.4538308829221
47484.8488679135, -2.43795758492881, 545.886108398438, -15, 0.01, 28.6083488464355, -80.5997695922852, -293.529285604001, -102.226170816337, 15, -0.212102798161071, 15, 8.17809366530695, -0.333224809826802, 10.2701988934457, 18.1121791685398, 55.4385441329228
47484.9088679134, -2.69770475579418, 545.729370117188, -15, 0.01, 28.6083488464355, -80.5997695922852, -293.529285604001, -102.226170816337, 15, -0.249211558325256, 15, 8.17809366530695, -0.335220620715393, 10.2836513221661, 18.1196346690901, 55.4038747714591
