TIME, VerticalSpeed, RadarAltitude, TargetVerticalSpeed, TargetThrottle, Latitude, Longitude, XError, YError, TargetXSpeed, CurrentXSpeed, TargetXPitch, TargetYSpeed, CurrentYSpeed, TargetYPitch, TotalTargetPitch, TotalTargetHeading
47483.2488679137, -0.350055549332176, 540.446105957031, -20, 0.01, 28.6083583831787, -80.5997619628906, -318.23575368193, -89.8696101563335, 15, -0.072729413664715, 15, 7.18956881250668, -0.30338398071621, 8.99154335186747, 17.435288430496, 58.8741909316671
47483.3088679137, -0.609708802157165, 540.414733886719, -20, 0.01, 28.6083583831787, -80.5997619628906, -318.23575368193, -89.8696101563335, 15, -0.0726023788419821, 15, 7.18956881250668, -0.304217915509992, 9.00537969359526, 17.4422636302499, 58.8355139969305
47483.3688679137, -0.869808138268535, 540.367797851563, -20, 0.01, 28.6083583831787, -80.5997619628906, -318.23575368193, -89.8696101563335, 15, -0.072499534617262, 15, 7.18956881250668, -0.305047201503986, 9.01082511839785, 17.4450109617558, 58.8203013773148
47483.4288679137, -1.12933051283391, 540.305236816406, -20, 0.01, 28.6083583831787, -80.5997619628906, -318.23575368193, -89.8696101563335, 15, -0.0728805070257688, 15, 7.18956881250668, -0.30580885216633, 9.01555997247414, 17.4474007930935, 58.8070780029408
47483.4888679137, -1.3895399041196, 540.22705078125, -20, 0.01, 28.6083583831787, -80.5997619628906, -318.23575368193, -89.8696101563335, 15, -0.0768899685931205, 15, 7.18956881250668, -0.306015642780027, 9.01475687139566, 17.4469953771137, 58.8093206098618
47483.5488679137, -1.64955231005737, 540.13330078125, -20, 0.01, 28.6083583831787, -80.5997619628906, -318.23575368193, -89.8696101563335, 15, -0.093296713983265, 15, 7.18956881250668, -0.304305440701231, 8.99803102652432, 17.4385580200184, 58.8560517235121
47483.6088679137, -1.90991815082727, 540.02392578125, -20, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.119206136325656, 15, 7.41862330315672, -0.301116955897808, 9.2589192504463, 17.5714725170519, 58.1326339413082
47483.6688679136, -2.17067404518362, 539.89892578125, -20, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.15056441549142, 15, 7.20653581181158, -0.297181271501173, 8.99672167387213, 17.4378980058159, 58.8597120218911
47483.7288679136, -2.43184166917169, 539.758239746094, -20, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.184687168187202, 15, 7.20653581181158, -0.293261884221552, 9.00797968666323, 17.4435752283485, 58.8282498839603
47483.7888679136, -2.69330157729048, 539.601867675781, -20, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.219386558985333, 15, 7.20653581181158, -0.290667444043216, 9.01281568321638, 17.4460155500377, 58.8147417096669
47483.8488679136, -2.95456170776834, 539.429748535156, -20, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.265872251714967, 15, 7.20653581181158, -0.288335879339704, 9.0171434833348, 17.4482002483785, 58.8026564790515
47483.9088679136, -3.21598656189075, 539.175842285156, -20, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.299943040480912, 15, 7.20653581181158, -0.28797486172926, 9.0409124395395, 17.4602127615916, 58.7363401024012
47483.9688679136, -3.47725353258794, 538.967163085938, -20, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.332631540970765, 15, 7.20653581181158, -0.289240325282538, 9.0631932731248, 17.4714943801188, 58.6742641324064
47484.0288679136, -3.738246023911, 538.742797851563, -20, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.363611134899284, 15, 7.20653581181158, -0.292438939462489, 9.0908625012606, 17.4855328165837, 58.5972948706877
47484.0888679136, -3.99894025557317, 538.502807617188, -20, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.39243781246697, 15, 7.20653581181158, -0.297834842554857, 9.12381309649103, 17.5022918922131, 58.5058062449085
47484.1488679136, -4.25967813565003, 538.2470703125, -20, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.418912060777949, 15, 7.20653581181158, -0.305604951437741, 9.16138656951668, 17.5214565229778, 58.401710302291
