TIME, VerticalSpeed, RadarAltitude, TargetVerticalSpeed, TargetThrottle, EngineResponse(kn), Latitude, Longitude, XError, YError, TargetXSpeed, CurrentXSpeed, TargetXPitch, TargetYSpeed, CurrentYSpeed, TargetYPitch, TotalTargetPitch, TotalTargetHeading
47728.8343964398, -0.410201663123303, 539.335693359375, -20, 0.01, 311.800048828125, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.0728194609572274, 15, 8.12719266739226, -0.325298035197131, 10.1429888431073, 18.0420098569539, 55.767892445015
47728.9143964398, -0.757347209532156, 539.285522460938, -20, 0.01, 312.006713867188, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.0729166114263539, 15, 8.12719266739226, -0.32629854584284, 10.1584560786956, 18.0505094181914, 55.7277020585802
47728.9943964398, -1.1047210105941, 539.207580566406, -20, 0.01, 312.508209228516, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.0732043449850057, 15, 8.12719266739226, -0.327414970165804, 10.1674288265717, 18.0554442239096, 55.7044055678156
47729.0743964398, -1.36530936934454, 539.101806640625, -20, 0.01, 313.208282470703, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.0773732589588463, 15, 8.12719266739226, -0.330200965156966, 10.1900597154796, 18.0679040400626, 55.6457078718348
47729.1343964398, -1.71212704978103, 539.004333496094, -20, 0.01, 312.300354003906, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.0928342447132038, 15, 8.12719266739226, -0.337439872864974, 10.2553192989071, 18.103940511467, 55.4769269738023
47729.2143964397, -2.06003767183006, 538.849914550781, -20, 0.01, 312.471588134766, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.126491857095062, 15, 8.12719266739226, -0.352512304465172, 10.3208441407317, 18.1402821491045, 55.3081802210862
47729.2943964397, -2.40882763978404, 538.667724609375, -20, 0.01, 313.268005371094, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.16799503387852, 15, 8.303225285206, -0.370832654001542, 10.5853663324272, 18.2885896776214, 54.6342602291517
47729.3743964397, -2.67049708945302, 538.45751953125, -20, 0.01, 312.862396240234, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.213094217608008, 15, 8.14415966669716, -0.390636415617973, 10.4362055316233, 18.2046478354108, 55.0128381251754
47729.4343964397, -3.01982479573041, 538.281616210938, -20, 0.01, 312.523223876953, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.247922761726666, 15, 8.14415966669716, -0.405901730621786, 10.463778884381, 18.220104310435, 54.942575929987
47729.5143964397, -3.36895374482272, 538.0224609375, -20, 0.01, 312.637756347656, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.294738053788221, 15, 8.14415966669716, -0.426409428750906, 10.4963991633417, 18.2384255456137, 54.8596171101059
