TIME, VerticalSpeed, RadarAltitude, TargetVerticalSpeed, TargetThrottle, EngineResponse(kn), Latitude, Longitude, XError, YError, TargetXSpeed, CurrentXSpeed, TargetXPitch, TargetYSpeed, CurrentYSpeed, TargetYPitch, TotalTargetPitch, TotalTargetHeading
47726.1888678748, -0.429413616224508, 547.465148925781, -20, 0.01, 315.314147949219, 28.6083583831787, -80.5997543334961, -291.832585673511, -101.165733359781, 15, -0.0667207573180394, 15, 8.09325866878247, -0.312569899346737, 10.0869942817551, 18.0113146616328, 55.9137274137033
47726.2688678748, -0.773093969002019, 547.41357421875, -20, 0.01, 315.479461669922, 28.6083583831787, -80.5997543334961, -291.832585673511, -101.165733359781, 15, -0.0667250009617937, 15, 8.09325866878247, -0.313667771244306, 10.1032713084162, 18.0202252996098, 55.8712801693779
47726.3488678748, -1.11660903816744, 547.334533691406, -20, 0.01, 314.654449462891, 28.6083583831787, -80.5997543334961, -291.832585673511, -101.165733359781, 15, -0.0669180501260423, 15, 8.09325866878247, -0.314879381432881, 10.1123047882642, 18.0251748501466, 55.8477419551846
47726.4288678748, -1.37414461926851, 547.227966308594, -20, 0.01, 314.830535888672, 28.6083564758301, -80.5997543334961, -291.832585673511, -101.377820851092, 15, -0.0706308574939404, 15, 8.32231315943251, -0.318443566768607, 10.4160041184335, 18.1933413358496, 55.0643958411503
47726.4888678748, -1.71813508786586, 547.130126953125, -20, 0.01, 315.190979003906, 28.6083564758301, -80.5997543334961, -291.832585673511, -101.377820851092, 15, -0.0845908633978726, 15, 8.11022566808737, -0.328607662504335, 10.253668911051, 18.103027216036, 55.4811865444374
47726.5688678748, -2.06282704906504, 546.975402832031, -20, 0.01, 315.118957519531, 28.6083564758301, -80.5997543334961, -291.832585673511, -101.377820851092, 15, -0.115085784620708, 15, 8.11022566808737, -0.349997931165746, 10.3448914699358, 18.1536590684524, 55.2464316341526
47726.6488678747, -2.40862411681407, 546.793090820313, -20, 0.01, 314.378173828125, 28.6083564758301, -80.5997543334961, -291.832585673511, -101.377820851092, 15, -0.152754245181542, 15, 8.11022566808737, -0.375963626182116, 10.4171549530574, 18.1939850450437, 55.0614568671252
47726.7288678747, -2.66816098136957, 546.583068847656, -20, 0.01, 314.201538085938, 28.6083564758301, -80.5997543334961, -291.832585673511, -101.377820851092, 15, -0.193791567930281, 15, 8.11022566808737, -0.403916167989474, 10.4724106676288, 18.2249486095342, 54.920606584602
47726.7888678747, -3.01488644006257, 546.407409667969, -20, 0.01, 314.235687255859, 28.6083564758301, -80.5997543334961, -291.832585673511, -101.377820851092, 15, -0.225537133081654, 15, 8.11022566808737, -0.425345509652039, 10.5078965734009, 18.2448922780527, 54.830419584761
47726.8688678747, -3.36172148928482, 546.148864746094, -20, 0.01, 315.196960449219, 28.6083564758301, -80.5997543334961, -291.832585673511, -101.377820851092, 15, -0.268302543097167, 15, 8.11022566808737, -0.453967626042902, 10.5494669240101, 18.2683134467158, 54.7250360444023
47726.9488678747, -3.7080395190677, 545.862487792969, -20, 0.01, 314.327301025391, 28.6083564758301, -80.5997543334961, -291.832585673511, -101.377820851092, 15, -0.310943966266406, 15, 8.11022566808737, -0.482235323696934, 10.5876039894605, 18.2898550560263, 54.6286091515232
47727.0288678747, -3.96748629391794, 545.548400878906, -20, 0.01, 315.048858642578, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.352969375661756, 15, 8.33928015873739, -0.509835356586343, 10.8976612243835, 18.4669125204956, 53.8535969582128
47727.0888678747, -4.31403109423528, 545.294677734375, -20, 0.01, 314.8212890625, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.38390271704124, 15, 8.12719266739226, -0.529982321482153, 10.6669962999235, 18.3348669236276, 54.4286465835257
47727.1688678747, -4.66060125810033, 544.931884765625, -20, 0.01, 314.426025390625, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.424192063814362, 15, 8.12719266739226, -0.556001556912582, 10.6988405545874, 18.352984421476, 54.3487354109458
47727.2488678747, -5.00673388224642, 544.541320800781, -20, 0.01, 314.07568359375, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.463145665779937, 15, 8.12719266739226, -0.580909303063991, 10.7273601619504, 18.3692409927872, 54.277309788646
47727.3288678746, -5.26598637218366, 544.19091796875, -20, 0.01, 314.794311523438, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.500629455166087, 15, 8.12719266739226, -0.604629535736561, 10.7539035478261, 18.3843970000811, 54.2109543910509
47727.3888678746, -5.61166517148972, 543.620544433594, -20, 0.01, 314.523132324219, 28.6083545684814, -80.5997543334961, -291.832585673511, -101.589908342403, 15, -0.527658143526451, 15, 8.12719266739226, -0.621570351909298, 10.7709882017259, 18.3941653500655, 54.1683063319619
47727.4688678746, -5.9569973776306, 543.464538574219, -20, 0.01, 314.070220947266, 28.6083526611328, -80.5997543334961, -291.832585673511, -101.801995833714, 15, -0.562040881298802, 15, 8.303225285206, -0.642905931617213, 11.0055956298047, 18.529340311769, 53.5875238893187
47727.5488678746, -6.30216733286322, 542.894287109375, -20, 0.01, 314.089599609375, 28.6083526611328, -80.5997543334961, -291.832585673511, -101.801995833714, 15, -0.594389887708724, 15, 8.14415966669716, -0.662733489205991, 10.8342453053289, 18.4304229297174, 54.0108184304692
47727.6288678746, -6.56082699770272, 542.323791503906, -20, 0.01, 314.131500244141, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.62452594736896, 15, 8.14415966669716, -0.680955873218621, 10.8511334567518, 18.4401266350855, 53.9688844606345
47727.6888678746, -6.9055937178335, 541.717346191406, -20, 0.01, 315.003997802734, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.645553898607671, 15, 8.14415966669716, -0.693503816727085, 10.8603051420393, 18.4454007515716, 53.9461304723966
47727.7688678746, -7.24993653408288, 541.146850585938, -20, 0.01, 314.326873779297, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.671386998780614, 15, 8.14415966669716, -0.708687735532954, 10.8740080784845, 18.4532860207433, 53.912160723045
47727.8488678746, -7.5940673149927, 540.990966796875, -20, 0.01, 314.778839111328, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.694479594873076, 15, 8.14415966669716, -0.721988624784606, 10.8829393425596, 18.4584289960049, 53.890036639251
47727.9288678745, -7.85168713321757, 540.384216308594, -20, 0.01, 315.0361328125, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.714651992714694, 15, 8.37321415734718, -0.733315391192104, 11.1638761533328, 18.6216141845566, 53.2007868290508
47727.9888678745, -8.19462854405239, 539.694152832031, -20, 0.01, 314.305694580078, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.727752805841926, 15, 8.16112666600205, -0.740458322050761, 10.9097621922692, 18.4738913993987, 53.8236712550343
47728.0688678745, -8.53761261015583, 539.087585449219, -20, 0.01, 314.872802734375, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.742361541761076, 15, 8.16112666600205, -0.748103289920088, 10.9119714881071, 18.4751660972017, 53.8182102622031
47728.1488678745, -8.88045853340503, 538.480895996094, -20, 0.01, 314.101257324219, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.75344012702146, 15, 8.16112666600205, -0.753531733564992, 10.9089934155137, 18.4734478780362, 53.8255717247638
47728.2288678745, -9.13709429640751, 537.790710449219, -20, 0.01, 315.126434326172, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.758497379036685, 15, 8.16112666600205, -0.757334339838237, 10.9084975315557, 18.4731618044461, 53.8267976359942
47728.2888678745, -9.47966193993997, 536.769653320313, -20, 0.01, 315.252288818359, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.755809903044192, 15, 8.16112666600205, -0.759796662568637, 10.9129085530825, 18.4757068071137, 53.8158942436954
47728.3688678745, -9.82199906483935, 536.043273925781, -20, 0.01, 314.539154052734, 28.6083488464355, -80.5997619628906, -292.680935638756, -102.226170816337, 15, -0.742173351107465, 15, 8.3371592838158, -0.762920361390712, 11.1339807106219, 18.6041201429333, 53.2735194062715
47728.4488678745, -10.1644078634959, 535.4365234375, -20, 0.01, 314.885894775391, 28.6083488464355, -80.5997619628906, -292.680935638756, -102.226170816337, 15, -0.716958944298917, 15, 8.17809366530695, -0.765839203861499, 10.9522233030355, 18.4984199364724, 53.7188551398331
47728.5288678744, -10.4220575186853, 534.746459960938, -20, 0.01, 314.465942382813, 28.6083488464355, -80.5997619628906, -292.680935638756, -102.226170816337, 15, -0.691641812035884, 15, 8.17809366530695, -0.767500636881347, 10.9519429272163, 18.4982577660448, 53.7195462827784
47728.5888678744, -10.7657701104106, 534.1396484375, -20, 0.01, 314.272583007813, 28.6083488464355, -80.5997619628906, -292.680935638756, -102.226170816337, 15, -0.649078837394385, 15, 8.17809366530695, -0.769013402155071, 10.9617934148732, 18.503956960917, 53.6952719796495
47728.6688678744, -11.1110641109063, 532.998901367188, -20, 0.01, 315.131286621094, 28.6083488464355, -80.5997619628906, -292.680935638756, -102.226170816337, 15, -0.590509170151053, 15, 8.17809366530695, -0.771669614423965, 10.9769346194988, 18.5127237659891, 53.6579909190894
47728.7488678744, -11.4585284710217, 532.272399902344, -20, 0.01, 314.2958984375, 28.6083488464355, -80.5997619628906, -292.680935638756, -102.226170816337, 15, -0.513399718051271, 15, 8.17809366530695, -0.776344066161742, 11.0048443077872, 18.5289043618302, 53.5893694008979
47728.8288678744, -11.7207579399465, 531.131774902344, -20, 0.01, 314.45361328125, 28.6083488464355, -80.5997619628906, -292.680935638756, -102.226170816337, 15, -0.447868447287307, 15, 8.17809366530695, -0.77969545545255, 11.0061092378777, 18.5296383408868, 53.5862623401076
