TIME, VerticalSpeed, RadarAltitude, TargetVerticalSpeed, TargetThrottle, EngineResponse(kn), Latitude, Longitude, XError, YError, TargetXSpeed, CurrentXSpeed, TargetXPitch, TargetYSpeed, CurrentYSpeed, TargetYPitch, TotalTargetPitch, TotalTargetHeading
47725.178720783, -0.393731259828201, 549.438720703125, -20, 0.01, 313.836639404297, 28.6083583831787, -80.5997543334961, -291.832585673511, -101.165733359781, 15, -0.0686379529362598, 15, 8.09325866878247, -0.30589678143239, 10.0789865402578, 18.0069345879842, 55.9346264313539
47725.258720783, -0.739568486427771, 549.389892578125, -20, 0.01, 313.191009521484, 28.6083583831787, -80.5997543334961, -291.832585673511, -101.165733359781, 15, -0.068623674328156, 15, 8.09325866878247, -0.307135435164432, 10.0964831430102, 18.0165079999834, 55.8889769144406
47725.338720783, -1.08552591250755, 549.3134765625, -20, 0.01, 312.989532470703, 28.6083583831787, -80.5997543334961, -291.832585673511, -101.165733359781, 15, -0.0688138998816061, 15, 8.09325866878247, -0.308417207499176, 10.1050660000321, 18.021208388526, 55.8666027092791
47725.418720783, -1.34427727961962, 549.209289550781, -20, 0.01, 312.699951171875, 28.6083583831787, -80.5997543334961, -291.832585673511, -101.165733359781, 15, -0.0731301475341747, 15, 8.09325866878247, -0.310458346038134, 10.1199335864222, 18.0293571439427, 55.8278745974688
47725.478720783, -1.69083976865718, 549.113098144531, -20, 0.01, 312.859985351563, 28.6083583831787, -80.5997543334961, -291.832585673511, -101.165733359781, 15, -0.0895032355818116, 15, 8.09325866878247, -0.314381127033318, 10.1536047784066, 18.0478425670073, 55.7403034365842
47725.558720783, -2.03767853821691, 548.960510253906, -20, 0.01, 313.084564208984, 28.6083583831787, -80.5997543334961, -291.832585673511, -101.165733359781, 15, -0.125333123650282, 15, 8.09325866878247, -0.322189009874689, 10.1890379073196, 18.0673410547799, 55.6483562741321
47725.638720783, -2.38510837501771, 548.780151367188, -20, 0.01, 313.295013427734, 28.6083564758301, -80.5997543334961, -291.832585673511, -101.377820851092, 15, -0.169466432335087, 15, 8.26929128659622, -0.33155176649661, 10.4300545844398, 18.2012036455096, 55.0285292483002
47725.7187207829, -2.64619574415175, 548.571899414063, -20, 0.01, 312.610321044922, 28.6083564758301, -80.5997543334961, -291.832585673511, -101.377820851092, 15, -0.217401521819563, 15, 8.11022566808737, -0.34164324925459, 10.2635125626928, 18.1084760118367, 55.4557873367026
47725.7787207829, -2.99478636962816, 548.3974609375, -20, 0.01, 313.035888671875, 28.6083564758301, -80.5997543334961, -291.832585673511, -101.377820851092, 15, -0.254461444081408, 15, 8.11022566808737, -0.349433546405472, 10.2801535656261, 18.1176955261987, 55.4128862036295
47725.8587207829, -3.3429700505378, 548.140380859375, -20, 0.01, 313.866973876953, 28.6083564758301, -80.5997619628906, -292.680935638756, -101.377820851092, 15, -0.304236862267057, 15, 8.11022566808737, -0.359906937696034, 10.3001452044288, 18.1287849023146, 55.3614085021124
47725.9387207829, -3.69082298044238, 547.85546875, -20, 0.01, 313.308044433594, 28.6083564758301, -80.5997619628906, -292.680935638756, -101.377820851092, 15, -0.353725009281089, 15, 8.11022566808737, -0.37034864839286, 10.319222112264, 18.1393806216668, 55.3123487472115
47726.0187207829, -3.95216955102926, 547.542724609375, -20, 0.01, 313.887969970703, 28.6083564758301, -80.5997619628906, -292.680935638756, -101.377820851092, 15, -0.402311088871884, 15, 8.11022566808737, -0.380643730875064, 10.3372691951509, 18.1494166887189, 55.2659935696917
47726.0787207829, -4.29999287599706, 547.289794921875, -20, 0.01, 313.883392333984, 28.6083564758301, -80.5997619628906, -292.680935638756, -101.377820851092, 15, -0.43805513988282, 15, 8.11022566808737, -0.388249782955928, 10.3503429451097, 18.1566945409859, 55.2324468487138
47726.1587207829, -4.64758324485192, 546.928100585938, -20, 0.01, 313.373168945313, 28.6083564758301, -80.5997619628906, -292.680935638756, -101.377820851092, 15, -0.484421802075933, 15, 8.11022566808737, -0.398169087891615, 10.367387093045, 18.1661920433764, 55.1887552560492
47726.2387207829, -4.99511242099437, 546.53857421875, -20, 0.01, 313.232299804688, 28.6083545684814, -80.5997619628906, -292.680935638756, -101.589908342403, 15, -0.529183802144566, 15, 8.28625828590111, -0.407810907029984, 10.5950705292605, 18.2940786297275, 54.6097588461053
47726.3187207829, -5.25561797712687, 546.22314453125, -20, 0.01, 313.751861572266, 28.6083545684814, -80.5997619628906, -292.680935638756, -101.589908342403, 15, -0.572054149485624, 15, 8.12719266739226, -0.417119752254272, 10.4197005468977, 18.1954090721623, 55.0549567770038
47726.3787207828, -5.60226734059363, 545.652893066406, -20, 0.01, 313.791320800781, 28.6083545684814, -80.5997619628906, -292.680935638756, -101.589908342403, 15, -0.602914373976501, 15, 8.12719266739226, -0.423872443357942, 10.4306449871419, 18.2015341785269, 55.0270228511932
47726.4587207828, -5.94872530000426, 545.496459960938, -20, 0.01, 313.713562011719, 28.6083545684814, -80.5997619628906, -292.680935638756, -101.589908342403, 15, -0.642045196884853, 15, 8.12719266739226, -0.432514932815526, 10.4451555004648, 18.2096617836644, 54.9900179648139
47726.5387207828, -6.29471365471427, 544.8896484375, -20, 0.01, 313.323699951172, 28.6083545684814, -80.5997619628906, -292.680935638756, -101.589908342403, 15, -0.678705509176677, 15, 8.12719266739226, -0.440712645242776, 10.4585112518984, 18.2171493581126, 54.955989055951
47726.6187207828, -6.55444157782098, 544.3193359375, -20, 0.01, 313.384521484375, 28.6083545684814, -80.5997619628906, -292.680935638756, -101.589908342403, 15, -0.712724193670803, 15, 8.12719266739226, -0.448432863834554, 10.4710548108658, 18.2241875012427, 54.9240566455062
47726.6787207828, -6.9000956676857, 543.749145507813, -20, 0.01, 313.102386474609, 28.6083545684814, -80.5997619628906, -292.680935638756, -101.589908342403, 15, -0.736352961159832, 15, 8.12719266739226, -0.45388037734352, 10.4793139665534, 18.2288248014142, 54.9030454741538
47726.7587207828, -7.24571600230273, 543.142272949219, -20, 0.01, 313.105865478516, 28.6083545684814, -80.5997619628906, -292.680935638756, -101.589908342403, 15, -0.765210384462426, 15, 8.12719266739226, -0.460661146803016, 10.490701808811, 18.2352228354504, 54.8740936377493
47726.8387207828, -7.59089109563205, 542.985717773438, -20, 0.01, 313.904815673828, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.788542791316171, 15, 8.303225285206, -0.468418855297598, 10.7255945584566, 18.3682337362099, 54.2817277264964
47726.9187207828, -7.8493229944084, 542.41552734375, -20, 0.01, 312.864715576172, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.797147066907515, 15, 8.14415966669716, -0.48320699042906, 10.6120916715134, 18.3037144026428, 54.566821271144
47726.9787207827, -8.19386346062443, 541.68896484375, -20, 0.01, 313.503448486328, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.789821992471951, 15, 8.14415966669716, -0.501630138700412, 10.7127073925607, 18.3608851046347, 54.313989942662
47727.0587207827, -8.53937364031248, 541.08203125, -20, 0.01, 313.028259277344, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.761692742012247, 15, 8.14415966669716, -0.535864141221518, 10.8332557508376, 18.4298546553004, 54.0132769919167
47727.1387207827, -8.88694930818382, 540.355346679688, -20, 0.01, 313.857940673828, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.720485222253564, 15, 8.14415966669716, -0.575576019452743, 10.9289698610954, 18.4849793373276, 53.7762200719485
47727.2187207827, -9.14838190720874, 539.785339355469, -20, 0.01, 312.7587890625, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.67090084695485, 15, 8.14415966669716, -0.617397639328576, 11.0019881131272, 18.5272472505747, 53.5963860645759
47727.2787207827, -9.49747368224769, 538.7646484375, -20, 0.01, 313.999694824219, 28.6083526611328, -80.5997619628906, -292.680935638756, -101.801995833714, 15, -0.629713552648934, 15, 8.14415966669716, -0.649006612884977, 11.0476223676574, 18.5537570744513, 53.4844384662154
47727.3587207827, -9.84703203560002, 538.0380859375, -20, 0.01, 313.934051513672, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.570505096252268, 15, 8.3201922845109, -0.690615562849053, 11.3119782844334, 18.7087266005734, 52.8426093498704
47727.4387207827, -10.1971246063467, 537.3115234375, -20, 0.01, 312.725250244141, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.507034643733879, 15, 8.16112666600205, -0.731008730451661, 11.1675666839495, 18.62377589854, 53.191818224992
47727.5187207827, -10.4600202634275, 536.741333007813, -20, 0.01, 313.542755126953, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.456982877010989, 15, 8.16112666600205, -0.76017388855006, 11.125491842815, 18.5991582324993, 53.2941984795926
47727.5787207827, -10.8111459778823, 536.0146484375, -20, 0.01, 313.6943359375, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.386978075285735, 15, 8.16112666600205, -0.797398760159203, 11.3290468343789, 18.7188136734385, 52.8015581527294
47727.6587207826, -11.1625793390582, 534.87451171875, -20, 0.01, 313.530517578125, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.313423867930563, 15, 8.16112666600205, -0.832446153219351, 11.2689052961474, 18.6833150734111, 52.9464126452557
47727.7387207826, -11.514153841586, 534.267517089844, -20, 0.01, 313.501861572266, 28.6083507537842, -80.5997619628906, -292.680935638756, -102.014083325026, 15, -0.236411651982567, 15, 8.16112666600205, -0.865083862703782, 11.2972188891298, 18.7000120595289, 52.878144805334
47727.8187207826, -11.7783907114096, 533.1640625, -20, 0.01, 312.922760009766, 28.6083488464355, -80.5997619628906, -292.680935638756, -102.226170816337, 15, -0.17640915833769, 15, 8.39018115665209, -0.887853022274578, 11.5328155723726, 18.8399850832923, 52.3151017690991
47727.8787207826, -12.1308868895804, 532.437316894531, -20, 0.01, 313.584991455078, 28.6083488464355, -80.5997619628906, -292.680935638756, -102.226170816337, 15, -0.0935569455732677, 15, 8.17809366530695, -0.915727877317306, 11.425196555398, 18.7758175697984, 52.5711884783693
47727.9587207826, -12.483623236624, 531.297119140625, -20, 0.01, 313.234283447266, 28.6083488464355, -80.5997619628906, -292.680935638756, -102.226170816337, 15, -0.0074511490932494, 15, 8.17809366530695, -0.940597806241881, 11.3701113397759, 18.7431216940804, 52.7029874840925
