TIME, VerticalSpeed, RadarAltitude, TargetVerticalSpeed, TargetThrottle, Latitude, Longitude, XError, YError, TargetXSpeed, CurrentXSpeed, TargetXPitch, TargetYSpeed, CurrentYSpeed, TargetYPitch, TotalTargetPitch, TotalTargetHeading
47491.1488679124, -0.450265728373701, 536.719909667969, -15, 0.01, 28.6083564758301, -80.5997543334961, -317.387403716685, -90.0816976476447, 15, -0.0572064081424917, 15, 7.20653581181158, -0.303592698576091, 9.0121542124652, 17.4456817040968, 58.8165891283172
47491.2088679124, -0.711973507304897, 536.682434082031, -15, 0.01, 28.6083564758301, -80.5997543334961, -317.387403716685, -90.0816976476447, 15, -0.0571783156384554, 15, 7.20653581181158, -0.304570792211547, 9.02761552514557, 17.453489800801, 58.7734270368725
47491.2688679124, -0.973945403432538, 536.629211425781, -15, 0.01, 28.6083564758301, -80.5997543334961, -317.387403716685, -90.0816976476447, 15, -0.0571620065683692, 15, 7.20653581181158, -0.305548575184446, 9.03329300871896, 17.4563594603466, 58.7575880185918
47491.3288679124, -1.23514850433304, 536.560363769531, -15, 0.01, 28.6083564758301, -80.5997543334961, -317.387403716685, -90.0816976476447, 15, -0.0573966513950148, 15, 7.20653581181158, -0.306883675057667, 9.04297634926201, 17.4612569354008, 58.7305863066865
47491.3888679124, -1.49656620449279, 536.475769042969, -15, 0.01, 28.6083564758301, -80.5997543334961, -317.387403716685, -90.0816976476447, 15, -0.059682490403277, 15, 7.20653581181158, -0.311201368515027, 9.08249415956448, 17.4812836778358, 58.6205596993242
47491.4488679124, -1.75775195444048, 536.375549316406, -15, 0.01, 28.6083564758301, -80.5997543334961, -317.387403716685, -90.0816976476447, 15, -0.0689942772855235, 15, 7.20653581181158, -0.325851817415697, 9.20792168527174, 17.5452720428825, 58.2731234771806
47491.5088679124, -2.01955204004143, 536.259582519531, -15, 0.01, 28.6083564758301, -80.5997543334961, -317.387403716685, -90.0816976476447, 15, -0.0835809082435407, 15, 7.20653581181158, -0.348453704188377, 9.31909132184066, 17.6025219307973, 57.9674454125893
47491.5688679124, -2.28153025085009, 536.1279296875, -15, 0.01, 28.6083564758301, -80.5997543334961, -317.387403716685, -90.0816976476447, 15, -0.101174199292322, 15, 7.20653581181158, -0.375777895150102, 9.40365278111618, 17.6464029260604, 57.7363527644808
47491.6288679124, -2.54420597014424, 535.980529785156, -15, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.120380335794031, 15, 7.20653581181158, -0.405808424333109, 9.39776635077135, 17.6433390285809, 57.7523996655877
47491.6888679124, -2.80712109181938, 535.8173828125, -15, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.140432580539958, 15, 7.20653581181158, -0.437424919587834, 9.53122850520438, 17.7131455799105, 57.3900303095719
47491.7488679123, -3.07015246925442, 535.638427734375, -15, 0.01, 28.6083564758301, -80.5997619628906, -318.23575368193, -90.0816976476447, 15, -0.167595729577025, 15, 7.20653581181158, -0.480723310791846, 9.70461788963359, 17.8048865406286, 56.9238049475951
47491.8088679123, -3.33324184257859, 535.375244140625, -15, 0.01, 28.6083545684814, -80.5997619628906, -318.23575368193, -90.2937851389559, 15, -0.187889008344569, 15, 7.4355903024616, -0.513449541411685, 9.91780257320433, 17.9192858052135, 56.3575995998661
47491.8688679123, -3.59664324891016, 535.159362792969, -15, 0.01, 28.6083545684814, -80.5997619628906, -318.23575368193, -90.2937851389559, 15, -0.207966481717468, 15, 7.22350281111647, -0.546166182723381, 9.70712346147832, 17.8062208715705, 56.9171053639821
47491.9288679123, -3.85913579297945, 534.927795410156, -15, 0.01, 28.6083545684814, -80.5997619628906, -318.23575368193, -90.2937851389559, 15, -0.22773146166896, 15, 7.22350281111647, -0.578722442773705, 9.74926849607632, 17.8287016013344, 56.8045752633332
